Year,Month,Period,Region,Country,OpCo Code,OpCo Name,BU,SC Function,Account,Account Description,Channel,AccDetail,Scenario,Currency,Amount
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,3037634.65
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,231182.22
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-3037634.65
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Actual,USD,-134750.47
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Actual,USD,-154651.68
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Actual,USD,287541.76
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-23657.93
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-53699.01
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-53699.01
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-26849.5
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,3268816.87
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Actual,USD,-289402.15
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Actual,USD,-1860.39
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-3063152.96
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,205663.91
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-134247.52
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,71416.39
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PROD_PAIRS,Production Pairs,SC,F_CLO,Budget,USD,401856
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,3135682.37
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,219497.77
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-3135682.37
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Budget,USD,-131698.66
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Budget,USD,-159919.8
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Budget,USD,288702.28
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-25085.46
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-56442.28
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-56442.28
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-28221.14
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3355180.13
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Budget,USD,-291618.46
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Budget,USD,-2916.18
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-3163684.01
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,191496.12
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-141105.71
2026,8,202608,Asia-Pacific,Indonesia,ID01,Indonesia OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,50390.42
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,157895
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,2357755.42
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,137684.78
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-2357755.42
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-29574.89
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Actual,USD,8564.08
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-41118.87
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-41118.87
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-20559.43
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,2495440.2
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-2378766.23
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,116673.97
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-102797.16
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,13876.8
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,195905
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,2967370.01
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,178042.2
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-2967370.01
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-41543.18
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Budget,USD,5934.74
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-53412.66
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-53412.66
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-26706.33
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3145412.21
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-3002978.45
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,142433.76
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-133531.65
2026,8,202608,Asia-Pacific,Malaysia,MY01,Malaysia OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,8902.11
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,225216
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,3061477.28
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,182593.33
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-3061477.28
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-35861.65
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Actual,USD,8402.54
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-59743.22
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-59743.22
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-29871.61
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,3244070.6
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-3088936.39
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,155134.21
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-149358.06
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,5776.16
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,228556
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,3147210.61
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,188832.64
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-3147210.61
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-44060.95
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Budget,USD,6294.42
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-56649.79
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-56649.79
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-28324.9
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3336043.25
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-3184977.14
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,151066.11
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-141624.48
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,9441.63
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,158665
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,1551714.34
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,107618.5
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-1551714.34
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-10936.77
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Actual,USD,-4649.25
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-30672.43
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-30672.43
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-15336.22
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,1659332.84
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-1567300.37
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,92032.47
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-76681.08
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,15351.39
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,158231
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,1533256.45
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,84329.1
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-1533256.45
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-9199.54
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Budget,USD,3066.51
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-27598.62
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-27598.62
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-13799.31
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,1617585.56
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-1539389.48
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,78196.08
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-68996.54
2026,8,202608,Asia-Pacific,Thailand,TH01,Thailand OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,9199.54
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,334322
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,3521251.83
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,194613.04
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-3521251.83
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-52256.47
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Actual,USD,-2035.5
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-64385.79
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-64385.79
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-32192.89
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,3715864.86
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-3575543.8
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,140321.07
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-160964.47
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,-20643.41
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,359159
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,3709212.51
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,222552.75
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-3709212.51
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-51928.98
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Budget,USD,7418.43
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-66765.83
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-66765.83
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-33382.91
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3931765.26
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-3753723.06
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,178042.2
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-166914.56
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,11127.64
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,241848
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,1793562.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,106797.0
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-1793562.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-11470.03
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Actual,USD,14564.39
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-35926.42
