Billing Document,Billing Date,Document Type,Company Code,Sales Organization,Distribution Channel,Division,Sold-to Party Name,Payer,Country Key,Material Description,Net Value,Currency,Reference Sales Order,Fiscal Year Period,Created By,Created On
1900000377,2025-11-19,F2,NL01,NL01,20,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Safety System Upgrade Kit,14500.0,EUR,SO-7973794,2025/11,M.DEVRIES,2025-11-19
1900000379,2026-02-18,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Implementation Consulting Services,8707.1,EUR,SO-4277952,2026/02,M.DEVRIES,2026-02-18
1900000380,2025-10-16,F2,NL01,NL01,20,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,PLC Programming Unit,21000.0,EUR,SO-8080724,2025/10,BATCHJOB,2025-10-16
1900000381,2025-07-29,F2,NL01,NL01,20,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Custom Integration Services,37601.75,EUR,SO-6523474,2025/07,BATCHJOB,2025-07-29
1900000383,2026-03-23,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Safety System Upgrade Kit,19844.15,EUR,SO-9439057,2026/03,A.KOK,2026-03-23
1900000385,2025-10-22,F2,NL01,NL01,10,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Electric Motor EM-750,9609.58,EUR,SO-2683642,2025/10,BATCHJOB,2025-10-22
1900000387,2025-11-17,F2,NL01,NL01,30,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Conveyor Belt System CB-12,25908.32,EUR,SO-2666259,2025/11,R.JANSSEN,2025-11-17
1900000388,2025-05-07,F2,NL01,NL01,10,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Analytics Suite License (Annual),19000.0,EUR,SO-4474546,2025/05,S.BAKKER,2025-05-07
1900000390,2025-12-09,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Support Retainer Services,20010.35,EUR,SO-9075858,2025/12,A.KOK,2025-12-09
1900000391,2025-08-18,F2,NL01,NL01,20,00,Vermeulen Logistics B.V.,Vermeulen Logistics B.V.,Netherlands,Support Retainer Services,11277.38,EUR,SO-5375986,2025/08,R.JANSSEN,2025-08-18
1900000392,2025-10-16,F2,NL01,NL01,10,00,Scholten Data Center Services B.V.,Scholten Data Center Services B.V.,Netherlands,Conveyor Belt System CB-12,16111.5,EUR,SO-3060520,2025/10,A.KOK,2025-10-16
1900000394,2025-10-23,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Technical Training Package,3252.73,EUR,SO-1767568,2025/10,M.DEVRIES,2025-10-23
1900000396,2025-05-13,F2,NL01,NL01,10,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Sensor Calibration Kit,38244.55,EUR,SO-8139841,2025/05,S.BAKKER,2025-05-13
1900000397,2025-09-29,F2,NL01,NL01,10,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Support Retainer Services,7584.29,EUR,SO-7108817,2025/09,A.KOK,2025-09-29
1900000398,2025-09-03,F2,NL01,NL01,10,00,Visser Machinebouw B.V.,Visser Machinebouw B.V.,Netherlands,Data Migration Services,7123.3,EUR,SO-6260096,2025/09,M.DEVRIES,2025-09-03
1900000399,2025-06-27,F2,NL01,NL01,20,00,Vermeulen Logistics B.V.,Vermeulen Logistics B.V.,Netherlands,Implementation Consulting Services,5542.38,EUR,SO-9415798,2025/06,R.JANSSEN,2025-06-27
1900000401,2025-04-30,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Electric Motor EM-750,24341.38,EUR,SO-3836187,2025/04,A.KOK,2025-04-30
1900000402,2025-11-11,F2,NL01,NL01,20,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Custom Integration Services,13673.09,EUR,SO-3757645,2025/11,A.KOK,2025-11-11
1900000403,2026-02-26,F2,NL01,NL01,10,00,Schouten Productie B.V.,Schouten Productie B.V.,Netherlands,Analytics Suite License (Annual),3377.91,EUR,SO-6123458,2026/02,M.DEVRIES,2026-02-26
1900000405,2025-04-24,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Hydraulic Pump Unit HP-450,12352.09,EUR,SO-7246338,2025/04,A.KOK,2025-04-24
1900000406,2025-10-27,F2,NL01,NL01,20,00,Schouten Productie B.V.,Schouten Productie B.V.,Netherlands,Annual Maintenance Contract,5500.0,EUR,SO-4240363,2025/10,A.KOK,2025-10-27
1900000407,2025-12-23,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Data Migration Services,11000.0,EUR,SO-1037216,2025/12,R.JANSSEN,2025-12-23
1900000409,2025-04-25,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Technical Training Package,25087.22,EUR,SO-3162015,2025/04,S.BAKKER,2025-04-25
1900000410,2026-02-10,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Automation Controller Pro,18500.0,EUR,SO-8787282,2026/02,S.BAKKER,2026-02-10
1900000412,2025-11-05,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,ERP Connector License (Annual),17504.79,EUR,SO-6369816,2025/11,M.DEVRIES,2025-11-05
1900000414,2025-04-17,F2,NL01,NL01,30,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Hydraulic Pump Unit HP-450,5592.05,EUR,SO-1318011,2025/04,M.DEVRIES,2025-04-17
1900000415,2025-05-08,F2,NL01,NL01,30,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Cloud Hosting Subscription (Annual),17980.73,EUR,SO-6665404,2025/05,M.DEVRIES,2025-05-08
1900000416,2025-12-11,F2,NL01,NL01,20,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Custom Integration Services,77176.08,EUR,SO-8765173,2025/12,R.JANSSEN,2025-12-11
1900000418,2025-12-11,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Industrial Sensor Module X200,10325.61,EUR,SO-2345780,2025/12,S.BAKKER,2025-12-11
1900000420,2025-05-12,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Industrial Sensor Module X200,9765.89,EUR,SO-3322702,2025/05,BATCHJOB,2025-05-12
1900000421,2025-05-27,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Custom Integration Services,9103.63,EUR,SO-9574785,2025/05,BATCHJOB,2025-05-27
1900000423,2025-11-20,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Implementation Consulting Services,35894.75,EUR,SO-6240458,2025/11,A.KOK,2025-11-20
1900000424,2025-04-22,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Data Migration Services,18633.12,EUR,SO-4355278,2025/04,S.BAKKER,2025-04-22
1900000425,2025-04-12,F2,NL01,NL01,20,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Industrial Sensor Module X200,12999.75,EUR,SO-3376086,2025/04,A.KOK,2025-04-12
1900000426,2025-07-10,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Technical Training Package,9000.0,EUR,SO-4172976,2025/07,S.BAKKER,2025-07-10
1900000428,2025-05-05,F2,NL01,NL01,10,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Technical Training Package,2661.89,EUR,SO-6930624,2025/05,R.JANSSEN,2025-05-05
1900000430,2026-03-06,F2,NL01,NL01,30,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Electric Motor EM-750,2548.14,EUR,SO-5785225,2026/03,A.KOK,2026-03-06
1900000431,2026-02-03,F2,NL01,NL01,10,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Warehouse Management Module,10099.63,EUR,SO-2918712,2026/02,A.KOK,2026-02-03
1900000432,2025-05-28,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Automation Controller Pro,13992.08,EUR,SO-9558336,2025/05,A.KOK,2025-05-28
1900000433,2026-03-06,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Standard Spare Parts Bundle,37871.7,EUR,SO-5406775,2026/03,BATCHJOB,2026-03-06
1900000435,2025-05-23,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Standard Spare Parts Bundle,18784.41,EUR,SO-9401614,2025/05,R.JANSSEN,2025-05-23
1900000437,2025-12-05,G2,NL01,NL01,20,00,Baumann Prazisionstechnik GmbH,Baumann Prazisionstechnik GmbH,Germany,ERP Connector License (Annual),-3750.0,EUR,SO-1204358,2025/12,BATCHJOB,2025-12-05
1900000438,2026-03-26,F2,NL01,NL01,20,00,Visser Machinebouw B.V.,Visser Machinebouw B.V.,Netherlands,Annual Maintenance Contract,10500.0,EUR,SO-7257255,2026/03,S.BAKKER,2026-03-26
1900000439,2025-04-25,F2,NL01,NL01,10,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Cloud Hosting Subscription (Annual),37344.27,EUR,SO-4603532,2025/04,S.BAKKER,2025-04-25
1900000441,2026-01-23,F2,NL01,NL01,30,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Annual Maintenance Contract,14214.88,EUR,SO-6123693,2026/01,R.JANSSEN,2026-01-23
1900000443,2025-11-03,F2,NL01,NL01,30,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Sensor Calibration Kit,5645.4,EUR,SO-6448978,2025/11,BATCHJOB,2025-11-03
1900000444,2026-01-27,F2,NL01,NL01,30,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,ERP Connector License (Annual),7175.18,EUR,SO-8068605,2026/01,A.KOK,2026-01-27
1900000445,2025-07-22,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Sensor Calibration Kit,13000.0,EUR,SO-1129678,2025/07,S.BAKKER,2025-07-22
1900000447,2026-03-11,F2,NL01,NL01,20,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Automation Controller Pro,8299.9,EUR,SO-1173231,2026/03,BATCHJOB,2026-03-11
1900000449,2026-02-10,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,PLC Programming Unit,4500.0,EUR,SO-2248356,2026/02,R.JANSSEN,2026-02-10
1900000451,2025-05-23,F2,NL01,NL01,10,00,Kok Software B.V.,Kok Software B.V.,Netherlands,Automation Controller Pro,2971.88,EUR,SO-3900878,2025/05,BATCHJOB,2025-05-23
1900000452,2025-04-01,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Technical Training Package,15500.0,EUR,SO-9940914,2025/04,BATCHJOB,2025-04-01
1900000454,2025-05-02,F2,NL01,NL01,20,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Industrial Sensor Module X200,12882.55,EUR,SO-6900109,2025/05,S.BAKKER,2025-05-02
1900000455,2025-05-10,F2,NL01,NL01,10,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Warehouse Management Module,13343.25,EUR,SO-1803986,2025/05,R.JANSSEN,2025-05-10
1900000457,2026-03-06,F2,NL01,NL01,20,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Hydraulic Pump Unit HP-450,16151.26,EUR,SO-1124771,2026/03,S.BAKKER,2026-03-06
1900000458,2025-05-26,F2,NL01,NL01,20,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Industrial Network Switch NS-24,31458.75,EUR,SO-2022210,2025/05,A.KOK,2025-05-26
1900000459,2025-09-30,G2,NL01,NL01,20,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Cloud Hosting Subscription (Annual),-4291.36,EUR,SO-4871940,2025/09,R.JANSSEN,2025-09-30
1900000461,2025-06-11,F2,NL01,NL01,10,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Conveyor Belt System CB-12,17171.3,EUR,SO-1416933,2025/06,M.DEVRIES,2025-06-11
1900000463,2026-03-06,F2,NL01,NL01,30,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Warehouse Management Module,24000.0,EUR,SO-3556753,2026/03,A.KOK,2026-03-06
1900000464,2026-03-27,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Warehouse Management Module,12264.46,EUR,SO-7102643,2026/03,A.KOK,2026-03-27
1900000465,2026-03-26,F2,NL01,NL01,10,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Cloud Hosting Subscription (Annual),64528.15,EUR,SO-9025511,2026/03,A.KOK,2026-03-26
1900000466,2025-09-16,F2,NL01,NL01,20,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Technical Training Package,28615.23,EUR,SO-6232771,2025/09,S.BAKKER,2025-09-16
1900000468,2025-11-25,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Hydraulic Pump Unit HP-450,1451.83,EUR,SO-7163223,2025/11,R.JANSSEN,2025-11-25
1900000470,2026-01-01,F2,NL01,NL01,30,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,Cloud Hosting Subscription (Annual),14000.0,EUR,SO-8135939,2026/01,A.KOK,2026-01-01
1900000471,2026-01-23,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,ERP Connector License (Annual),16198.45,EUR,SO-2685994,2026/01,R.JANSSEN,2026-01-23
1900000473,2025-10-22,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Support Retainer Services,16708.03,EUR,SO-9832779,2025/10,M.DEVRIES,2025-10-22
1900000474,2025-09-02,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Electric Motor EM-750,32635.67,EUR,SO-1943591,2025/09,M.DEVRIES,2025-09-02
1900000476,2025-08-28,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Industrial Network Switch NS-24,23618.85,EUR,SO-2178522,2025/08,S.BAKKER,2025-08-28
1900000477,2025-11-26,F2,NL01,NL01,10,00,Scholten Data Center Services B.V.,Scholten Data Center Services B.V.,Netherlands,Conveyor Belt System CB-12,9959.91,EUR,SO-7626281,2025/11,R.JANSSEN,2025-11-26
1900000478,2026-02-06,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,PLC Programming Unit,8607.19,EUR,SO-1119180,2026/02,R.JANSSEN,2026-02-06
1900000480,2025-10-24,F2,NL01,NL01,10,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Standard Spare Parts Bundle,2089.39,EUR,SO-1589660,2025/10,S.BAKKER,2025-10-24
1900000481,2026-01-05,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Technical Training Package,10500.59,EUR,SO-2230480,2026/01,BATCHJOB,2026-01-05
1900000483,2026-03-26,F2,NL01,NL01,20,00,Vermeulen Logistics B.V.,Vermeulen Logistics B.V.,Netherlands,Technical Training Package,35672.29,EUR,SO-3505514,2026/03,A.KOK,2026-03-26
1900000484,2025-05-14,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Technical Training Package,20166.57,EUR,SO-7515117,2025/05,M.DEVRIES,2025-05-14
1900000486,2026-01-20,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Annual Maintenance Contract,38699.78,EUR,SO-6852982,2026/01,M.DEVRIES,2026-01-20
1900000487,2025-06-20,F2,NL01,NL01,10,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,ERP Connector License (Annual),27123.91,EUR,SO-9241627,2025/06,A.KOK,2025-06-20
1900000488,2026-03-10,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Technical Training Package,4935.1,EUR,SO-5539463,2026/03,BATCHJOB,2026-03-10
1900000489,2025-04-29,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Hydraulic Pump Unit HP-450,19987.21,EUR,SO-1379955,2025/04,R.JANSSEN,2025-04-29
1900000491,2025-09-23,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Hydraulic Pump Unit HP-450,23652.71,EUR,SO-9046788,2025/09,BATCHJOB,2025-09-23
1900000492,2026-03-08,F2,NL01,NL01,30,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Hydraulic Pump Unit HP-450,21969.63,EUR,SO-1453772,2026/03,BATCHJOB,2026-03-08
1900000494,2025-06-12,F2,NL01,NL01,20,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Warehouse Management Module,19500.0,EUR,SO-1635919,2025/06,M.DEVRIES,2025-06-12
1900000496,2026-03-05,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Warehouse Management Module,6500.0,EUR,SO-6044521,2026/03,A.KOK,2026-03-05
1900000498,2026-03-06,F2,NL01,NL01,30,00,Visser Machinebouw B.V.,Visser Machinebouw B.V.,Netherlands,ERP Connector License (Annual),4404.33,EUR,SO-4589434,2026/03,S.BAKKER,2026-03-06
1900000500,2025-04-26,F2,NL01,NL01,20,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,PLC Programming Unit,1098.82,EUR,SO-9660517,2025/04,M.DEVRIES,2025-04-26
1900000501,2026-02-17,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Custom Integration Services,19710.26,EUR,SO-1705869,2026/02,M.DEVRIES,2026-02-17
1900000502,2026-03-17,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Safety System Upgrade Kit,11302.83,EUR,SO-7056197,2026/03,M.DEVRIES,2026-03-17
1900000504,2025-04-27,G2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Warehouse Management Module,-3716.01,EUR,SO-3089654,2025/04,A.KOK,2025-04-27
1900000506,2025-05-08,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Standard Spare Parts Bundle,16223.29,EUR,SO-8012591,2025/05,S.BAKKER,2025-05-08
1900000508,2025-12-30,F2,NL01,NL01,30,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Warehouse Management Module,36420.75,EUR,SO-6811177,2025/12,M.DEVRIES,2025-12-30
1900000509,2025-10-29,F2,NL01,NL01,10,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Industrial Network Switch NS-24,16897.12,EUR,SO-1894431,2025/10,S.BAKKER,2025-10-29
1900000511,2025-05-14,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Annual Maintenance Contract,9396.35,EUR,SO-3878736,2025/05,BATCHJOB,2025-05-14
1900000512,2025-04-15,F2,NL01,NL01,20,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Sensor Calibration Kit,16516.14,EUR,SO-7044806,2025/04,M.DEVRIES,2025-04-15
1900000514,2025-11-20,F2,NL01,NL01,20,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Safety System Upgrade Kit,7124.59,EUR,SO-2475831,2025/11,M.DEVRIES,2025-11-20
1900000515,2025-11-14,F2,NL01,NL01,20,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Conveyor Belt System CB-12,14796.69,EUR,SO-4054153,2025/11,M.DEVRIES,2025-11-14
1900000516,2025-07-15,F2,NL01,NL01,20,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Conveyor Belt System CB-12,21138.44,EUR,SO-7845186,2025/07,R.JANSSEN,2025-07-15
1900000517,2025-11-25,F2,NL01,NL01,10,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Support Retainer Services,23500.0,EUR,SO-4982876,2025/11,R.JANSSEN,2025-11-25
1900000518,2025-05-05,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Electric Motor EM-750,28844.23,EUR,SO-9118636,2025/05,R.JANSSEN,2025-05-05
1900000519,2026-01-01,F2,NL01,NL01,30,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Technical Training Package,10526.38,EUR,SO-5843463,2026/01,BATCHJOB,2026-01-01
1900000521,2026-03-17,F2,NL01,NL01,10,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Standard Spare Parts Bundle,42863.5,EUR,SO-7649562,2026/03,BATCHJOB,2026-03-17
1900000523,2025-09-17,F2,NL01,NL01,20,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Industrial Network Switch NS-24,7045.85,EUR,SO-7571736,2025/09,S.BAKKER,2025-09-17
1900000524,2025-10-06,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Electric Motor EM-750,2827.87,EUR,SO-7475433,2025/10,BATCHJOB,2025-10-06
1900000526,2025-12-30,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Analytics Suite License (Annual),19119.73,EUR,SO-9221224,2025/12,R.JANSSEN,2025-12-30
1900000528,2025-12-10,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Automation Controller Pro,3100.35,EUR,SO-4668507,2025/12,A.KOK,2025-12-10
1900000530,2025-06-28,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Automation Controller Pro,14817.73,EUR,SO-5699462,2025/06,A.KOK,2025-06-28
1900000532,2026-03-11,F2,NL01,NL01,30,00,Duval Distribution SARL,Duval Distribution SARL,France,Automation Controller Pro,9500.0,EUR,SO-5403371,2026/03,R.JANSSEN,2026-03-11
1900000534,2025-09-26,F2,NL01,NL01,20,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Data Migration Services,24817.17,EUR,SO-8830005,2025/09,S.BAKKER,2025-09-26
1900000535,2025-06-18,F2,NL01,NL01,20,00,Schouten Productie B.V.,Schouten Productie B.V.,Netherlands,Hydraulic Pump Unit HP-450,22500.0,EUR,SO-2062472,2025/06,BATCHJOB,2025-06-18
1900000536,2026-03-05,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Hydraulic Pump Unit HP-450,9866.4,EUR,SO-3772739,2026/03,R.JANSSEN,2026-03-05
1900000537,2025-11-05,G2,NL01,NL01,20,00,Baumann Prazisionstechnik GmbH,Baumann Prazisionstechnik GmbH,Germany,Conveyor Belt System CB-12,-6873.84,EUR,SO-9465513,2025/11,BATCHJOB,2025-11-05
1900000539,2025-05-20,F2,NL01,NL01,20,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Cloud Hosting Subscription (Annual),41368.89,EUR,SO-3698735,2025/05,S.BAKKER,2025-05-20
1900000540,2025-12-17,F2,NL01,NL01,10,00,Scholten Data Center Services B.V.,Scholten Data Center Services B.V.,Netherlands,Industrial Network Switch NS-24,16226.79,EUR,SO-1502362,2025/12,M.DEVRIES,2025-12-17
1900000542,2025-04-22,F2,NL01,NL01,10,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Warehouse Management Module,16220.45,EUR,SO-3197865,2025/04,S.BAKKER,2025-04-22
1900000544,2026-03-26,F2,NL01,NL01,20,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Support Retainer Services,15000.0,EUR,SO-5754890,2026/03,S.BAKKER,2026-03-26
1900000545,2025-12-24,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Sensor Module X200,5403.7,EUR,SO-6105471,2025/12,BATCHJOB,2025-12-24
1900000546,2025-10-08,F2,NL01,NL01,10,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Data Migration Services,6068.34,EUR,SO-4596557,2025/10,M.DEVRIES,2025-10-08
1900000548,2025-08-05,F2,NL01,NL01,10,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,PLC Programming Unit,13777.08,EUR,SO-8771621,2025/08,S.BAKKER,2025-08-05
1900000550,2026-03-23,F2,NL01,NL01,20,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Annual Maintenance Contract,23483.76,EUR,SO-6775358,2026/03,R.JANSSEN,2026-03-23
1900000551,2025-06-03,F2,NL01,NL01,10,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Warehouse Management Module,33392.18,EUR,SO-9066636,2025/06,BATCHJOB,2025-06-03
1900000552,2026-03-06,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Conveyor Belt System CB-12,6658.85,EUR,SO-7657335,2026/03,M.DEVRIES,2026-03-06
1900000554,2025-12-15,F2,NL01,NL01,20,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Custom Integration Services,17975.18,EUR,SO-9237053,2025/12,BATCHJOB,2025-12-15
1900000556,2025-11-22,F2,NL01,NL01,20,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Cloud Hosting Subscription (Annual),33152.34,EUR,SO-3423163,2025/11,BATCHJOB,2025-11-22
1900000557,2025-10-02,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Standard Spare Parts Bundle,20000.0,EUR,SO-8514446,2025/10,BATCHJOB,2025-10-02
1900000558,2026-03-12,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Technical Training Package,15130.61,EUR,SO-5563826,2026/03,M.DEVRIES,2026-03-12
1900000559,2026-01-06,G2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,ERP Connector License (Annual),-1071.22,EUR,SO-2523787,2026/01,A.KOK,2026-01-06
1900000560,2025-11-04,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Support Retainer Services,24568.82,EUR,SO-5302077,2025/11,A.KOK,2025-11-04
1900000561,2025-12-22,F2,NL01,NL01,30,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Safety System Upgrade Kit,8322.56,EUR,SO-7252388,2025/12,BATCHJOB,2025-12-22
