hs_code,description,bcd_rate,aidc_rate,health_cess_rate,fta_code,notification_no
34012000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34013011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34013012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34013019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34013090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34023100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34023900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34024100,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34024200,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34024900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34025000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029041,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029042,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029049,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029051,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029052,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029059,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029091,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029092,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34029099,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34031100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34031900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34039100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34039900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34042000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049031,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049032,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049033,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049039,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34049090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34051000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34052000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34053000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34054000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34059010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34059090,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
34060010,All goods,18.0,6.8,0.0,India-UK CETA,29/2026-Customs
34060090,All goods,18.0,6.8,0.0,India-UK CETA,29/2026-Customs
34070010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
34070090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35011000,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35019000,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35021100,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35021900,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35022000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35029000,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35030010,All goods,16.0,0.0,0.0,India-UK CETA,29/2026-Customs
35030020,All goods,16.0,0.0,0.0,India-UK CETA,29/2026-Customs
35030030,All goods,16.0,0.0,0.0,India-UK CETA,29/2026-Customs
35030090,All goods,16.0,0.0,0.0,India-UK CETA,29/2026-Customs
35040010,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35040091,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35040099,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35051010,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35051090,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35052000,All goods,18.0,0.0,0.0,India-UK CETA,29/2026-Customs
35061000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35069110,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35069190,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35069910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35069991,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35069999,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35071011,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35071019,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35071091,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35071099,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079010,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079040,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079050,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079061,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079062,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079069,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079071,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079079,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079091,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
35079099,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
36010010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36010020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36010090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36020010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36020090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36031000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36032000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36033000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36034000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36035000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36036000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36041000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36049010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36049090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36050010,All goods,9.6,0.0,0.0,India-UK CETA,29/2026-Customs
36050090,All goods,9.6,0.0,0.0,India-UK CETA,29/2026-Customs
36061000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36069010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36069091,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36069092,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36069093,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
36069099,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37011010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37011090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37012000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37013000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37019110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37019190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37019910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37019990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37021000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37023990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024220,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024310,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024320,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024390,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024410,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024420,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37024490,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025220,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025410,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025420,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025490,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025510,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025520,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025590,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025610,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025620,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37025690,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029611,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029619,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029711,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029719,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029810,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37029890,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37031010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37031020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37032010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37032020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37039010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37039020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37040010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37040020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37040030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37040090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37050000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061013,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061014,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061015,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061041,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061042,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061051,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061052,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061059,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061061,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061062,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061063,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061069,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061070,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061091,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061092,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37061099,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069013,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069014,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069015,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069041,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069042,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069051,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069052,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069059,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069061,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069062,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069063,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069064,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069069,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069070,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069091,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069092,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37069099,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37071000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
37079010,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
37079090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38011000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38012000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38013000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38019000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38021000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38029011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38029012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38029019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38029020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38030000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38040010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38040020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38040090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38051010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38051020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38051030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38059010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38059020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38059030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38059090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38061010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38061090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38062000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38063000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38069010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38069090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38070010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38070020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38070030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38085200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38086100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38086200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089111,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089112,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089113,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089121,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089122,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089123,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089124,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089131,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089132,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089133,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089134,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089135,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089136,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089137,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089191,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089192,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089220,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089230,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089240,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089250,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089310,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089320,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089330,All goods,4.5,0.0,0.0,India-UK CETA,29/2026-Customs
38089341,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089342,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089349,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089350,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089410,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089420,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089490,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089911,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089912,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089991,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38089992,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38091000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099110,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38099120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099140,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099150,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099160,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099170,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099180,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099310,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38099390,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38101010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38101020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38101090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38109010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38109090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38111100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38111900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38112100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38112900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38119000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38121000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38122010,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38122090,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38123100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38123910,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38123920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38123930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38123990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38130010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38130020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38130030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38130040,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38130090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140012,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140013,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140021,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140022,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140023,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38140029,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38151100,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38151210,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38151900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38159000,All goods,6.0,0.0,0.0,India-UK CETA,29/2026-Customs
38160000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38170011,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38170020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38180010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38180020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38180030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38180090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38190010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38190090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38200000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38210000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38221100,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38221200,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38221300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38221910,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38221990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38229010,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38229090,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
38231100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38231200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38231300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38231900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38237010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38237020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38237030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38237040,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38241000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38243000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38244010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38244090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38245010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38245090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38246010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38246090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248500,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248600,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248700,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248800,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38248900,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38249100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38249200,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38249900,All goods,6.8,0.0,0.0,India-UK CETA,29/2026-Customs
38251000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38252000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38253000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38254100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38254900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38255000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38256100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38256900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38259000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
38260000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
