Billing Document,Billing Date,Document Type,Company Code,Sales Organization,Distribution Channel,Division,Sold-to Party Name,Payer,Country Key,Material Description,Net Value,Currency,Reference Sales Order,Fiscal Year Period,Created By,Created On
1800000375,2024-09-15,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Technical Training Package,20027.08,EUR,SO-7456050,2024/09,BATCHJOB,2024-09-15
1800000376,2024-04-19,F2,NL01,NL01,20,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Sensor Calibration Kit,6527.36,EUR,SO-3503483,2024/04,S.BAKKER,2024-04-19
1800000378,2024-09-05,F2,NL01,NL01,20,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Industrial Network Switch NS-24,4257.56,EUR,SO-4413132,2024/09,A.KOK,2024-09-05
1800000379,2025-01-09,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Implementation Consulting Services,24722.1,EUR,SO-4115525,2025/01,M.DEVRIES,2025-01-09
1800000380,2024-06-19,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Data Migration Services,15248.13,EUR,SO-6326064,2024/06,M.DEVRIES,2024-06-19
1800000381,2024-11-01,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Custom Integration Services,22000.0,EUR,SO-5238416,2024/11,A.KOK,2024-11-01
1800000383,2025-03-18,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Technical Training Package,19306.86,EUR,SO-4186424,2025/03,M.DEVRIES,2025-03-18
1800000384,2024-08-28,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Analytics Suite License (Annual),7680.24,EUR,SO-3444122,2024/08,S.BAKKER,2024-08-28
1800000386,2024-11-22,F2,NL01,NL01,30,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Analytics Suite License (Annual),16247.6,EUR,SO-6341502,2024/11,M.DEVRIES,2024-11-22
1800000387,2024-07-30,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Sensor Module X200,21974.22,EUR,SO-3207564,2024/07,A.KOK,2024-07-30
1800000389,2024-05-31,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,PLC Programming Unit,8500.0,EUR,SO-7307106,2024/05,S.BAKKER,2024-05-31
1800000391,2024-09-12,F2,NL01,NL01,10,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Standard Spare Parts Bundle,21687.64,EUR,SO-3880410,2024/09,A.KOK,2024-09-12
1800000393,2024-11-18,F2,NL01,NL01,30,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,Conveyor Belt System CB-12,8588.74,EUR,SO-3580223,2024/11,R.JANSSEN,2024-11-18
1800000394,2024-06-19,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Support Retainer Services,4588.08,EUR,SO-3160213,2024/06,A.KOK,2024-06-19
1800000396,2025-01-28,F2,NL01,NL01,30,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Annual Maintenance Contract,1030.03,EUR,SO-2080877,2025/01,R.JANSSEN,2025-01-28
1800000398,2024-12-04,F2,NL01,NL01,30,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Industrial Network Switch NS-24,16097.67,EUR,SO-5493660,2024/12,BATCHJOB,2024-12-04
1800000400,2024-06-03,F2,NL01,NL01,30,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Standard Spare Parts Bundle,17021.56,EUR,SO-8348801,2024/06,M.DEVRIES,2024-06-03
1800000401,2024-12-04,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Sensor Calibration Kit,7309.11,EUR,SO-6821150,2024/12,R.JANSSEN,2024-12-04
1800000403,2024-12-02,F2,NL01,NL01,20,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Cloud Hosting Subscription (Annual),4456.08,EUR,SO-8583164,2024/12,R.JANSSEN,2024-12-02
1800000405,2024-09-24,F2,NL01,NL01,10,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,Sensor Calibration Kit,24624.28,EUR,SO-8654710,2024/09,BATCHJOB,2024-09-24
1800000406,2024-08-02,F2,NL01,NL01,10,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Conveyor Belt System CB-12,6449.63,EUR,SO-9974847,2024/08,R.JANSSEN,2024-08-02
1800000407,2025-01-24,F2,NL01,NL01,20,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Implementation Consulting Services,19911.15,EUR,SO-4774311,2025/01,A.KOK,2025-01-24
1800000409,2024-08-16,G2,NL01,NL01,30,00,Kok Software B.V.,Kok Software B.V.,Netherlands,Industrial Network Switch NS-24,-1154.68,EUR,SO-1562789,2024/08,S.BAKKER,2024-08-16
1800000411,2024-12-24,F2,NL01,NL01,20,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Support Retainer Services,12537.35,EUR,SO-6698047,2024/12,R.JANSSEN,2024-12-24
1800000413,2024-07-18,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Conveyor Belt System CB-12,11720.5,EUR,SO-1474960,2024/07,M.DEVRIES,2024-07-18
1800000414,2025-03-31,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,ERP Connector License (Annual),8864.75,EUR,SO-7646132,2025/03,A.KOK,2025-03-31
1800000415,2024-10-04,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,ERP Connector License (Annual),23738.87,EUR,SO-7178651,2024/10,M.DEVRIES,2024-10-04
1800000417,2024-04-29,F2,NL01,NL01,20,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Warehouse Management Module,5621.48,EUR,SO-2197240,2024/04,A.KOK,2024-04-29
1800000419,2024-09-06,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Standard Spare Parts Bundle,28412.55,EUR,SO-6856979,2024/09,A.KOK,2024-09-06
1800000420,2025-01-22,F2,NL01,NL01,20,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Custom Integration Services,19598.37,EUR,SO-7766172,2025/01,BATCHJOB,2025-01-22
1800000422,2025-02-10,F2,NL01,NL01,10,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Electric Motor EM-750,22071.04,EUR,SO-1437886,2025/02,S.BAKKER,2025-02-10
1800000424,2024-10-14,F2,NL01,NL01,20,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Annual Maintenance Contract,9273.01,EUR,SO-2676033,2024/10,BATCHJOB,2024-10-14
1800000425,2025-02-02,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Automation Controller Pro,26292.13,EUR,SO-2099230,2025/02,S.BAKKER,2025-02-02
1800000426,2024-06-20,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Warehouse Management Module,8561.12,EUR,SO-3006474,2024/06,S.BAKKER,2024-06-20
1800000427,2025-01-23,F2,NL01,NL01,20,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Annual Maintenance Contract,15263.98,EUR,SO-1130454,2025/01,R.JANSSEN,2025-01-23
1800000428,2024-04-11,F2,NL01,NL01,20,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Standard Spare Parts Bundle,4234.55,EUR,SO-7971474,2024/04,A.KOK,2024-04-11
1800000429,2024-09-13,F2,NL01,NL01,20,00,Global Tech Solutions Inc,Global Tech Solutions Inc,United States,Annual Maintenance Contract,39606.37,EUR,SO-1853208,2024/09,M.DEVRIES,2024-09-13
1800000431,2024-07-01,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Sensor Calibration Kit,217.07,EUR,SO-4370722,2024/07,R.JANSSEN,2024-07-01
1800000432,2024-04-26,F2,NL01,NL01,30,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Support Retainer Services,34164.2,EUR,SO-2273341,2024/04,S.BAKKER,2024-04-26
1800000434,2025-02-27,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Analytics Suite License (Annual),13371.93,EUR,SO-8376194,2025/02,M.DEVRIES,2025-02-27
1800000435,2024-05-03,F2,NL01,NL01,20,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,PLC Programming Unit,11740.8,EUR,SO-3200328,2024/05,A.KOK,2024-05-03
1800000437,2024-04-05,F2,NL01,NL01,20,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Warehouse Management Module,10233.2,EUR,SO-6966730,2024/04,BATCHJOB,2024-04-05
1800000439,2024-12-20,F2,NL01,NL01,20,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Hydraulic Pump Unit HP-450,12581.89,EUR,SO-2991608,2024/12,R.JANSSEN,2024-12-20
1800000440,2024-11-22,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Analytics Suite License (Annual),69655.93,EUR,SO-7410652,2024/11,BATCHJOB,2024-11-22
1800000441,2024-11-20,F2,NL01,NL01,10,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Industrial Network Switch NS-24,12000.0,EUR,SO-4745471,2024/11,R.JANSSEN,2024-11-20
1800000442,2025-02-21,F2,NL01,NL01,10,00,Kok Software B.V.,Kok Software B.V.,Netherlands,Data Migration Services,12007.42,EUR,SO-7241733,2025/02,R.JANSSEN,2025-02-21
1800000444,2025-01-17,F2,NL01,NL01,30,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Electric Motor EM-750,13124.98,EUR,SO-6207563,2025/01,A.KOK,2025-01-17
1800000445,2025-01-07,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Annual Maintenance Contract,15042.95,EUR,SO-8965743,2025/01,R.JANSSEN,2025-01-07
1800000447,2025-01-03,F2,NL01,NL01,20,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Technical Training Package,4719.79,EUR,SO-6521422,2025/01,A.KOK,2025-01-03
1800000448,2024-05-29,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Cloud Hosting Subscription (Annual),19049.06,EUR,SO-8583092,2024/05,BATCHJOB,2024-05-29
1800000450,2024-08-09,F2,NL01,NL01,30,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Industrial Sensor Module X200,17535.91,EUR,SO-9233420,2024/08,BATCHJOB,2024-08-09
1800000451,2024-11-07,F2,NL01,NL01,20,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Cloud Hosting Subscription (Annual),13902.56,EUR,SO-1016050,2024/11,R.JANSSEN,2024-11-07
1800000452,2025-03-18,F2,NL01,NL01,10,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Conveyor Belt System CB-12,1562.76,EUR,SO-2415279,2025/03,BATCHJOB,2025-03-18
1800000454,2025-01-27,F2,NL01,NL01,20,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Data Migration Services,11207.38,EUR,SO-9906608,2025/01,BATCHJOB,2025-01-27
1800000456,2025-03-19,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Industrial Network Switch NS-24,12401.99,EUR,SO-3451169,2025/03,BATCHJOB,2025-03-19
1800000457,2025-03-15,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Sensor Module X200,13706.76,EUR,SO-2235730,2025/03,A.KOK,2025-03-15
1800000459,2024-10-15,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Automation Controller Pro,9139.73,EUR,SO-1420084,2024/10,A.KOK,2024-10-15
1800000460,2025-02-21,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Standard Spare Parts Bundle,25858.58,EUR,SO-6076922,2025/02,BATCHJOB,2025-02-21
1800000462,2024-04-03,F2,NL01,NL01,10,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,ERP Connector License (Annual),4776.24,EUR,SO-6444969,2024/04,A.KOK,2024-04-03
1800000464,2024-07-05,F2,NL01,NL01,10,00,Visser Machinebouw B.V.,Visser Machinebouw B.V.,Netherlands,Cloud Hosting Subscription (Annual),24316.69,EUR,SO-4038932,2024/07,S.BAKKER,2024-07-05
1800000465,2025-01-26,F2,NL01,NL01,20,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Support Retainer Services,5297.41,EUR,SO-4674378,2025/01,M.DEVRIES,2025-01-26
1800000467,2025-03-11,F2,NL01,NL01,10,00,Global Tech Solutions Inc,Global Tech Solutions Inc,United States,Industrial Sensor Module X200,12458.53,EUR,SO-2287523,2025/03,M.DEVRIES,2025-03-11
1800000469,2024-06-04,F2,NL01,NL01,10,00,Jansen Bouwmaterialen B.V.,Jansen Bouwmaterialen B.V.,Netherlands,Annual Maintenance Contract,24553.56,EUR,SO-5928335,2024/06,BATCHJOB,2024-06-04
1800000470,2024-08-09,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Analytics Suite License (Annual),7311.36,EUR,SO-9955544,2024/08,R.JANSSEN,2024-08-09
1800000471,2024-11-21,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Network Switch NS-24,11122.79,EUR,SO-4343765,2024/11,A.KOK,2024-11-21
1800000472,2024-10-11,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Hydraulic Pump Unit HP-450,11500.0,EUR,SO-4846161,2024/10,R.JANSSEN,2024-10-11
1800000474,2024-04-24,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,ERP Connector License (Annual),2976.79,EUR,SO-2989084,2024/04,M.DEVRIES,2024-04-24
1800000476,2024-10-29,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Conveyor Belt System CB-12,11829.41,EUR,SO-1785618,2024/10,A.KOK,2024-10-29
1800000477,2024-04-25,F2,NL01,NL01,20,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Industrial Network Switch NS-24,17700.97,EUR,SO-5272749,2024/04,BATCHJOB,2024-04-25
1800000479,2025-02-14,F2,NL01,NL01,30,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Data Migration Services,10542.28,EUR,SO-8863016,2025/02,M.DEVRIES,2025-02-14
1800000480,2024-09-19,F2,NL01,NL01,10,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Technical Training Package,11654.11,EUR,SO-4133185,2024/09,M.DEVRIES,2024-09-19
1800000481,2024-05-10,F2,NL01,NL01,20,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Industrial Network Switch NS-24,12248.49,EUR,SO-7502121,2024/05,M.DEVRIES,2024-05-10
1800000482,2025-03-17,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,PLC Programming Unit,4634.4,EUR,SO-9437837,2025/03,M.DEVRIES,2025-03-17
1800000484,2024-10-26,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Industrial Sensor Module X200,27318.96,EUR,SO-5701073,2024/10,S.BAKKER,2024-10-26
1800000486,2024-05-24,F2,NL01,NL01,10,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Industrial Network Switch NS-24,3654.02,EUR,SO-5439368,2024/05,BATCHJOB,2024-05-24
1800000488,2024-10-14,F2,NL01,NL01,20,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,Warehouse Management Module,13273.05,EUR,SO-5268697,2024/10,M.DEVRIES,2024-10-14
1800000490,2024-09-23,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Hydraulic Pump Unit HP-450,17706.86,EUR,SO-3549417,2024/09,A.KOK,2024-09-23
1800000492,2024-07-29,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Standard Spare Parts Bundle,24722.66,EUR,SO-9747436,2024/07,A.KOK,2024-07-29
1800000494,2024-09-20,F2,NL01,NL01,10,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Implementation Consulting Services,14881.36,EUR,SO-5265512,2024/09,R.JANSSEN,2024-09-20
1800000495,2024-10-15,F2,NL01,NL01,20,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Industrial Network Switch NS-24,1776.11,EUR,SO-6051033,2024/10,BATCHJOB,2024-10-15
1800000497,2024-11-12,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Data Migration Services,26322.5,EUR,SO-4728790,2024/11,R.JANSSEN,2024-11-12
1800000498,2024-10-11,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Analytics Suite License (Annual),7928.12,EUR,SO-2604172,2024/10,R.JANSSEN,2024-10-11
1800000500,2025-03-17,F2,NL01,NL01,20,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Custom Integration Services,17815.12,EUR,SO-9723781,2025/03,BATCHJOB,2025-03-17
1800000502,2024-04-30,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Annual Maintenance Contract,10589.39,EUR,SO-2720001,2024/04,M.DEVRIES,2024-04-30
1800000503,2025-02-12,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Custom Integration Services,16015.54,EUR,SO-8002021,2025/02,A.KOK,2025-02-12
1800000504,2024-12-25,F2,NL01,NL01,30,00,Kok Software B.V.,Kok Software B.V.,Netherlands,Sensor Calibration Kit,1783.55,EUR,SO-7124084,2024/12,BATCHJOB,2024-12-25
1800000506,2024-11-05,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Data Migration Services,12950.3,EUR,SO-2199490,2024/11,BATCHJOB,2024-11-05
1800000508,2025-03-12,F2,NL01,NL01,10,00,Jansen Bouwmaterialen B.V.,Jansen Bouwmaterialen B.V.,Netherlands,Conveyor Belt System CB-12,3324.06,EUR,SO-8654606,2025/03,A.KOK,2025-03-12
1800000510,2024-09-16,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Standard Spare Parts Bundle,29001.14,EUR,SO-2316858,2024/09,M.DEVRIES,2024-09-16
1800000512,2024-04-24,F2,NL01,NL01,10,00,Mulder Groothandel B.V.,Mulder Groothandel B.V.,Netherlands,Sensor Calibration Kit,28757.59,EUR,SO-2531378,2024/04,BATCHJOB,2024-04-24
1800000514,2025-01-07,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Industrial Sensor Module X200,10810.9,EUR,SO-5586109,2025/01,BATCHJOB,2025-01-07
1800000515,2024-11-14,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,Implementation Consulting Services,18550.37,EUR,SO-5913535,2024/11,BATCHJOB,2024-11-14
1800000517,2024-10-21,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Hydraulic Pump Unit HP-450,13025.41,EUR,SO-6344990,2024/10,A.KOK,2024-10-21
1800000519,2025-01-01,F2,NL01,NL01,20,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Implementation Consulting Services,16444.91,EUR,SO-2591565,2025/01,S.BAKKER,2025-01-01
1800000521,2024-12-21,F2,NL01,NL01,30,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Industrial Network Switch NS-24,12363.29,EUR,SO-3201193,2024/12,M.DEVRIES,2024-12-21
1800000523,2024-09-30,F2,NL01,NL01,30,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Safety System Upgrade Kit,19987.29,EUR,SO-3557481,2024/09,A.KOK,2024-09-30
1800000524,2024-04-15,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Industrial Network Switch NS-24,1000.0,EUR,SO-2933275,2024/04,BATCHJOB,2024-04-15
1800000526,2024-11-26,F2,NL01,NL01,10,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,Data Migration Services,23428.64,EUR,SO-1567276,2024/11,BATCHJOB,2024-11-26
1800000528,2024-12-23,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Conveyor Belt System CB-12,7000.0,EUR,SO-9689532,2024/12,M.DEVRIES,2024-12-23
1800000529,2025-02-07,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,Support Retainer Services,15780.47,EUR,SO-4121349,2025/02,A.KOK,2025-02-07
1800000530,2024-09-13,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Cloud Hosting Subscription (Annual),3500.0,EUR,SO-5934502,2024/09,R.JANSSEN,2024-09-13
1800000532,2024-12-09,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,PLC Programming Unit,31763.31,EUR,SO-9635794,2024/12,M.DEVRIES,2024-12-09
1800000534,2025-01-17,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Conveyor Belt System CB-12,19930.64,EUR,SO-4915955,2025/01,M.DEVRIES,2025-01-17
1800000535,2024-05-10,F2,NL01,NL01,20,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Support Retainer Services,37921.46,EUR,SO-6001685,2024/05,BATCHJOB,2024-05-10
1800000536,2025-01-03,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Electric Motor EM-750,1860.3,EUR,SO-9642026,2025/01,BATCHJOB,2025-01-03
1800000538,2024-08-13,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Safety System Upgrade Kit,18882.58,EUR,SO-5521129,2024/08,BATCHJOB,2024-08-13
1800000539,2025-02-23,F2,NL01,NL01,20,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Technical Training Package,9490.9,EUR,SO-4004471,2025/02,M.DEVRIES,2025-02-23
1800000541,2024-04-16,F2,NL01,NL01,10,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Cloud Hosting Subscription (Annual),11954.09,EUR,SO-5000514,2024/04,M.DEVRIES,2024-04-16
1800000542,2025-01-24,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Implementation Consulting Services,22000.0,EUR,SO-5437881,2025/01,M.DEVRIES,2025-01-24
1800000544,2024-08-21,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,ERP Connector License (Annual),5770.21,EUR,SO-8427101,2024/08,R.JANSSEN,2024-08-21
1800000546,2024-05-08,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Automation Controller Pro,17743.63,EUR,SO-4799536,2024/05,M.DEVRIES,2024-05-08
1800000547,2024-07-16,F2,NL01,NL01,10,00,Visser Machinebouw B.V.,Visser Machinebouw B.V.,Netherlands,ERP Connector License (Annual),12820.67,EUR,SO-7245668,2024/07,M.DEVRIES,2024-07-16
1800000548,2024-11-04,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,ERP Connector License (Annual),49256.96,EUR,SO-7476588,2024/11,M.DEVRIES,2024-11-04
1800000550,2025-03-02,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Cloud Hosting Subscription (Annual),5741.14,EUR,SO-9790078,2025/03,M.DEVRIES,2025-03-02
1800000551,2024-06-19,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,ERP Connector License (Annual),10900.27,EUR,SO-5042919,2024/06,BATCHJOB,2024-06-19
1800000552,2024-10-02,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,PLC Programming Unit,21917.23,EUR,SO-1834206,2024/10,M.DEVRIES,2024-10-02
1800000553,2025-01-03,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Standard Spare Parts Bundle,4620.19,EUR,SO-7203611,2025/01,R.JANSSEN,2025-01-03
1800000555,2024-12-04,F2,NL01,NL01,20,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Analytics Suite License (Annual),3728.44,EUR,SO-8610449,2024/12,A.KOK,2024-12-04
1800000557,2024-12-09,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Warehouse Management Module,22532.96,EUR,SO-1530950,2024/12,M.DEVRIES,2024-12-09
1800000559,2024-11-28,F2,NL01,NL01,20,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,Analytics Suite License (Annual),13500.0,EUR,SO-9840629,2024/11,S.BAKKER,2024-11-28
1800000560,2024-11-04,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Technical Training Package,7834.99,EUR,SO-1283566,2024/11,BATCHJOB,2024-11-04
1800000561,2025-02-07,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Technical Training Package,6019.83,EUR,SO-5471458,2025/02,R.JANSSEN,2025-02-07
1800000563,2025-02-19,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Custom Integration Services,3106.83,EUR,SO-1573122,2025/02,R.JANSSEN,2025-02-19
1800000565,2025-03-20,F2,NL01,NL01,10,00,Peters Automatisering B.V.,Peters Automatisering B.V.,Netherlands,ERP Connector License (Annual),9475.18,EUR,SO-7190311,2025/03,R.JANSSEN,2025-03-20
