entry_id,posting_date,entry_date,account_code,account_name,debit,credit,narration,posted_by
JV00214,11-02-2025,11-02-2025,3001,Sale of manufactured goods,0.0,895372.0,Sale invoice raised,amit.deshpande
JV00215,04-04-2024,04-04-2024,1332,Trade payables - other than micro and small,1344734.0,0.0,Payment to supplier,ravi.krishnan
JV00215,04-04-2024,04-04-2024,2282,Balances with banks in current accounts,0.0,1344734.0,Payment to supplier,ravi.krishnan
JV00216,07-03-2025,07-03-2025,4401,Power and fuel,292172.0,0.0,Electricity charges,priya.sharma
JV00216,07-03-2025,07-03-2025,1332,Trade payables - other than micro and small,0.0,292172.0,Electricity charges,priya.sharma
JV00217,03-09-2024,03-09-2024,4401,Power and fuel,120647.0,0.0,Electricity charges,ravi.krishnan
JV00217,03-09-2024,03-09-2024,1332,Trade payables - other than micro and small,0.0,120647.0,Electricity charges,ravi.krishnan
JV00218,04-07-2024,04-07-2024,2251,Trade receivables - considered good,476566.0,0.0,Sale invoice raised,priya.sharma
JV00218,04-07-2024,04-07-2024,3001,Sale of manufactured goods,0.0,476566.0,Sale invoice raised,priya.sharma
JV00219,06-06-2024,06-06-2024,4402,Repairs to machinery,15176.0,0.0,Machinery repairs,amit.deshpande
JV00219,06-06-2024,06-06-2024,1332,Trade payables - other than micro and small,0.0,15176.0,Machinery repairs,amit.deshpande
JV00220,06-02-2025,06-02-2025,4001,Cost of materials consumed,105005.0,0.0,Purchase of raw material,priya.sharma
JV00220,06-02-2025,06-02-2025,1332,Trade payables - other than micro and small,0.0,105005.0,Purchase of raw material,priya.sharma
JV00221,01-05-2024,01-05-2024,4201,Salaries and wages,126927.0,0.0,Payroll for the month,amit.deshpande
JV00221,01-05-2024,01-05-2024,1362,Employee benefits payable,0.0,126927.0,Payroll for the month,amit.deshpande
JV00222,27-12-2024,27-12-2024,4402,Repairs to machinery,7836.0,0.0,Machinery repairs,ravi.krishnan
JV00222,27-12-2024,27-12-2024,1332,Trade payables - other than micro and small,0.0,7836.0,Machinery repairs,ravi.krishnan
JV00223,12-04-2024,12-04-2024,4201,Salaries and wages,236024.0,0.0,Payroll for the month,ravi.krishnan
JV00223,12-04-2024,12-04-2024,1362,Employee benefits payable,0.0,236024.0,Payroll for the month,ravi.krishnan
JV00224,23-04-2024,23-04-2024,4402,Repairs to machinery,5465.0,0.0,Machinery repairs,priya.sharma
JV00224,23-04-2024,23-04-2024,1332,Trade payables - other than micro and small,0.0,5465.0,Machinery repairs,priya.sharma
JV00225,20-05-2024,20-05-2024,2251,Trade receivables - considered good,649901.0,0.0,Sale invoice raised,amit.deshpande
JV00225,20-05-2024,20-05-2024,3001,Sale of manufactured goods,0.0,649901.0,Sale invoice raised,amit.deshpande
JV00226,23-01-2025,23-01-2025,4001,Cost of materials consumed,41698.0,0.0,Purchase of raw material,ravi.krishnan
JV00226,23-01-2025,23-01-2025,1332,Trade payables - other than micro and small,0.0,41698.0,Purchase of raw material,ravi.krishnan
JV00227,18-10-2024,18-10-2024,4402,Repairs to machinery,45870.0,0.0,Machinery repairs,ravi.krishnan
JV00227,18-10-2024,18-10-2024,1332,Trade payables - other than micro and small,0.0,45870.0,Machinery repairs,ravi.krishnan
JV00228,15-11-2024,15-11-2024,4001,Cost of materials consumed,112813.0,0.0,Purchase of raw material,ravi.krishnan
JV00228,15-11-2024,15-11-2024,1332,Trade payables - other than micro and small,0.0,112813.0,Purchase of raw material,ravi.krishnan
JV00229,28-01-2025,28-01-2025,2282,Balances with banks in current accounts,106046.0,0.0,Collection from customer,priya.sharma
JV00229,28-01-2025,28-01-2025,2251,Trade receivables - considered good,0.0,106046.0,Collection from customer,priya.sharma
JV00230,10-01-2025,10-01-2025,4409,Freight outward,6405.0,0.0,Outward freight,priya.sharma
JV00230,10-01-2025,10-01-2025,1332,Trade payables - other than micro and small,0.0,6405.0,Outward freight,priya.sharma
JV00231,13-06-2024,13-06-2024,4201,Salaries and wages,1614951.0,0.0,Payroll for the month,ravi.krishnan
JV00231,13-06-2024,13-06-2024,1362,Employee benefits payable,0.0,1614951.0,Payroll for the month,ravi.krishnan
JV00232,07-02-2025,07-02-2025,4201,Salaries and wages,1068029.0,0.0,Payroll for the month,amit.deshpande
JV00232,07-02-2025,07-02-2025,1362,Employee benefits payable,0.0,1068029.0,Payroll for the month,amit.deshpande
JV00233,05-12-2024,05-12-2024,2282,Balances with banks in current accounts,96505.0,0.0,Collection from customer,ravi.krishnan
JV00233,05-12-2024,05-12-2024,2251,Trade receivables - considered good,0.0,96505.0,Collection from customer,ravi.krishnan
JV00234,27-06-2024,27-06-2024,4001,Cost of materials consumed,1072976.0,0.0,Purchase of raw material,priya.sharma
JV00234,27-06-2024,27-06-2024,1332,Trade payables - other than micro and small,0.0,1072976.0,Purchase of raw material,priya.sharma
JV00235,09-09-2024,09-09-2024,4401,Power and fuel,32313.0,0.0,Electricity charges,amit.deshpande
JV00235,09-09-2024,09-09-2024,1332,Trade payables - other than micro and small,0.0,32313.0,Electricity charges,amit.deshpande
JV00236,13-03-2025,13-03-2025,4409,Freight outward,37141.0,0.0,Outward freight,ravi.krishnan
JV00236,13-03-2025,13-03-2025,1332,Trade payables - other than micro and small,0.0,37141.0,Outward freight,ravi.krishnan
JV00237,23-05-2024,23-05-2024,2282,Balances with banks in current accounts,159896.0,0.0,Collection from customer,priya.sharma
JV00237,23-05-2024,23-05-2024,2251,Trade receivables - considered good,0.0,159896.0,Collection from customer,priya.sharma
JV00238,19-04-2024,19-04-2024,4409,Freight outward,28022.0,0.0,Outward freight,priya.sharma
JV00238,19-04-2024,19-04-2024,1332,Trade payables - other than micro and small,0.0,28022.0,Outward freight,priya.sharma
JV00239,15-11-2024,15-11-2024,4401,Power and fuel,67951.0,0.0,Electricity charges,amit.deshpande
JV00239,15-11-2024,15-11-2024,1332,Trade payables - other than micro and small,0.0,67951.0,Electricity charges,amit.deshpande
JV00240,14-01-2025,14-01-2025,4409,Freight outward,113952.0,0.0,Outward freight,ravi.krishnan
JV00240,14-01-2025,14-01-2025,1332,Trade payables - other than micro and small,0.0,113952.0,Outward freight,ravi.krishnan
JV00241,22-04-2024,22-04-2024,4001,Cost of materials consumed,80277.0,0.0,Purchase of raw material,amit.deshpande
JV00241,22-04-2024,22-04-2024,1332,Trade payables - other than micro and small,0.0,80277.0,Purchase of raw material,amit.deshpande
JV00242,12-12-2024,12-12-2024,1332,Trade payables - other than micro and small,33541.0,0.0,Payment to supplier,amit.deshpande
JV00242,12-12-2024,12-12-2024,2282,Balances with banks in current accounts,0.0,33541.0,Payment to supplier,amit.deshpande
JV00243,08-11-2024,08-11-2024,4001,Cost of materials consumed,45673.0,0.0,Purchase of raw material,priya.sharma
JV00243,08-11-2024,08-11-2024,1332,Trade payables - other than micro and small,0.0,45673.0,Purchase of raw material,priya.sharma
JV00244,19-09-2024,19-09-2024,2251,Trade receivables - considered good,163578.0,0.0,Sale invoice raised,amit.deshpande
JV00244,19-09-2024,19-09-2024,3001,Sale of manufactured goods,0.0,163578.0,Sale invoice raised,amit.deshpande
JV00245,01-05-2024,01-05-2024,1332,Trade payables - other than micro and small,223841.0,0.0,Payment to supplier,amit.deshpande
JV00245,01-05-2024,01-05-2024,2282,Balances with banks in current accounts,0.0,223841.0,Payment to supplier,amit.deshpande
JV00246,26-06-2024,26-06-2024,4001,Cost of materials consumed,1798854.0,0.0,Purchase of raw material,priya.sharma
JV00246,26-06-2024,26-06-2024,1332,Trade payables - other than micro and small,0.0,1798854.0,Purchase of raw material,priya.sharma
JV00247,01-08-2024,01-08-2024,4409,Freight outward,168962.0,0.0,Outward freight,amit.deshpande
JV00247,01-08-2024,01-08-2024,1332,Trade payables - other than micro and small,0.0,168962.0,Outward freight,amit.deshpande
JV00248,25-03-2025,25-03-2025,2251,Trade receivables - considered good,2419932.0,0.0,Sale invoice raised,amit.deshpande
JV00248,25-03-2025,25-03-2025,3001,Sale of manufactured goods,0.0,2419932.0,Sale invoice raised,amit.deshpande
JV00249,12-08-2024,12-08-2024,4401,Power and fuel,51110.0,0.0,Electricity charges,ravi.krishnan
JV00249,12-08-2024,12-08-2024,1332,Trade payables - other than micro and small,0.0,51110.0,Electricity charges,ravi.krishnan
JV00250,05-06-2024,05-06-2024,4402,Repairs to machinery,14657.0,0.0,Machinery repairs,amit.deshpande
JV00250,05-06-2024,05-06-2024,1332,Trade payables - other than micro and small,0.0,14657.0,Machinery repairs,amit.deshpande
JV00251,20-08-2024,20-08-2024,2251,Trade receivables - considered good,1936360.0,0.0,Sale invoice raised,ravi.krishnan
JV00251,20-08-2024,20-08-2024,3001,Sale of manufactured goods,0.0,1936360.0,Sale invoice raised,ravi.krishnan
JV00252,31-12-2024,31-12-2024,4409,Freight outward,4914.0,0.0,Outward freight,priya.sharma
JV00252,31-12-2024,31-12-2024,1332,Trade payables - other than micro and small,0.0,4914.0,Outward freight,priya.sharma
JV00253,30-01-2025,30-01-2025,2251,Trade receivables - considered good,1091579.0,0.0,Sale invoice raised,ravi.krishnan
JV00253,30-01-2025,30-01-2025,3001,Sale of manufactured goods,0.0,1091579.0,Sale invoice raised,ravi.krishnan
JV00254,07-08-2024,07-08-2024,4402,Repairs to machinery,25671.0,0.0,Machinery repairs,ravi.krishnan
JV00254,07-08-2024,07-08-2024,1332,Trade payables - other than micro and small,0.0,25671.0,Machinery repairs,ravi.krishnan
JV00255,18-06-2024,18-06-2024,4401,Power and fuel,474044.0,0.0,Electricity charges,ravi.krishnan
JV00255,18-06-2024,18-06-2024,1332,Trade payables - other than micro and small,0.0,474044.0,Electricity charges,ravi.krishnan
JV00256,30-09-2024,30-09-2024,4201,Salaries and wages,1235948.0,0.0,Payroll for the month,priya.sharma
JV00256,30-09-2024,30-09-2024,1362,Employee benefits payable,0.0,1235948.0,Payroll for the month,priya.sharma
JV00257,11-04-2024,11-04-2024,4201,Salaries and wages,119734.0,0.0,Payroll for the month,ravi.krishnan
JV00257,11-04-2024,11-04-2024,1362,Employee benefits payable,0.0,119734.0,Payroll for the month,ravi.krishnan
JV00258,13-02-2025,13-02-2025,2251,Trade receivables - considered good,2569756.0,0.0,Sale invoice raised,ravi.krishnan
JV00258,13-02-2025,13-02-2025,3001,Sale of manufactured goods,0.0,2569756.0,Sale invoice raised,ravi.krishnan
JV00259,03-09-2024,03-09-2024,4401,Power and fuel,460587.0,0.0,Electricity charges,amit.deshpande
JV00259,03-09-2024,03-09-2024,1332,Trade payables - other than micro and small,0.0,460587.0,Electricity charges,amit.deshpande
JV00260,05-11-2024,05-11-2024,2251,Trade receivables - considered good,374056.0,0.0,Sale invoice raised,ravi.krishnan
JV00260,05-11-2024,05-11-2024,3001,Sale of manufactured goods,0.0,374056.0,Sale invoice raised,ravi.krishnan
JV00261,25-02-2025,25-02-2025,4201,Salaries and wages,303963.0,0.0,Payroll for the month,priya.sharma
JV00261,25-02-2025,25-02-2025,1362,Employee benefits payable,0.0,303963.0,Payroll for the month,priya.sharma
JV00262,19-09-2024,19-09-2024,4401,Power and fuel,892222.0,0.0,Electricity charges,ravi.krishnan
JV00262,19-09-2024,19-09-2024,1332,Trade payables - other than micro and small,0.0,892222.0,Electricity charges,ravi.krishnan
JV00263,18-10-2024,18-10-2024,2282,Balances with banks in current accounts,122394.0,0.0,Collection from customer,amit.deshpande
JV00263,18-10-2024,18-10-2024,2251,Trade receivables - considered good,0.0,122394.0,Collection from customer,amit.deshpande
JV00264,09-04-2024,09-04-2024,4401,Power and fuel,266221.0,0.0,Electricity charges,priya.sharma
JV00264,09-04-2024,09-04-2024,1332,Trade payables - other than micro and small,0.0,266221.0,Electricity charges,priya.sharma
JV00265,06-08-2024,06-08-2024,4401,Power and fuel,681367.0,0.0,Electricity charges,priya.sharma
JV00265,06-08-2024,06-08-2024,1332,Trade payables - other than micro and small,0.0,681367.0,Electricity charges,priya.sharma
JV00266,08-04-2024,08-04-2024,4401,Power and fuel,17276.0,0.0,Electricity charges,priya.sharma
JV00266,08-04-2024,08-04-2024,1332,Trade payables - other than micro and small,0.0,17276.0,Electricity charges,priya.sharma
JV00267,17-12-2024,17-12-2024,2251,Trade receivables - considered good,495105.0,0.0,Sale invoice raised,ravi.krishnan
JV00267,17-12-2024,17-12-2024,3001,Sale of manufactured goods,0.0,495105.0,Sale invoice raised,ravi.krishnan
JV00268,17-09-2024,17-09-2024,4201,Salaries and wages,70802.0,0.0,Payroll for the month,ravi.krishnan
JV00268,17-09-2024,17-09-2024,1362,Employee benefits payable,0.0,70802.0,Payroll for the month,ravi.krishnan
JV00269,03-05-2024,03-05-2024,1332,Trade payables - other than micro and small,813578.0,0.0,Payment to supplier,ravi.krishnan
JV00269,03-05-2024,03-05-2024,2282,Balances with banks in current accounts,0.0,813578.0,Payment to supplier,ravi.krishnan
JV00270,06-12-2024,06-12-2024,2282,Balances with banks in current accounts,117435.0,0.0,Collection from customer,priya.sharma
JV00270,06-12-2024,06-12-2024,2251,Trade receivables - considered good,0.0,117435.0,Collection from customer,priya.sharma
JV00271,31-12-2024,31-12-2024,4401,Power and fuel,10056.0,0.0,Electricity charges,amit.deshpande
JV00271,31-12-2024,31-12-2024,1332,Trade payables - other than micro and small,0.0,10056.0,Electricity charges,amit.deshpande
JV00272,04-06-2024,04-06-2024,4001,Cost of materials consumed,2249046.0,0.0,Purchase of raw material,ravi.krishnan
JV00272,04-06-2024,04-06-2024,1332,Trade payables - other than micro and small,0.0,2249046.0,Purchase of raw material,ravi.krishnan
JV00273,10-09-2024,10-09-2024,4401,Power and fuel,186908.0,0.0,Electricity charges,amit.deshpande
JV00273,10-09-2024,10-09-2024,1332,Trade payables - other than micro and small,0.0,186908.0,Electricity charges,amit.deshpande
JV00274,13-05-2024,13-05-2024,2282,Balances with banks in current accounts,504998.0,0.0,Collection from customer,priya.sharma
JV00274,13-05-2024,13-05-2024,2251,Trade receivables - considered good,0.0,504998.0,Collection from customer,priya.sharma
JV00275,01-08-2024,01-08-2024,4402,Repairs to machinery,25669.0,0.0,Machinery repairs,amit.deshpande
JV00275,01-08-2024,01-08-2024,1332,Trade payables - other than micro and small,0.0,25669.0,Machinery repairs,amit.deshpande
JV00276,16-05-2024,16-05-2024,2282,Balances with banks in current accounts,308238.0,0.0,Collection from customer,priya.sharma
JV00276,16-05-2024,16-05-2024,2251,Trade receivables - considered good,0.0,308238.0,Collection from customer,priya.sharma
JV00277,15-10-2024,15-10-2024,1332,Trade payables - other than micro and small,336238.0,0.0,Payment to supplier,ravi.krishnan
JV00277,15-10-2024,15-10-2024,2282,Balances with banks in current accounts,0.0,336238.0,Payment to supplier,ravi.krishnan
JV00278,15-10-2024,15-10-2024,4001,Cost of materials consumed,342975.0,0.0,Purchase of raw material,priya.sharma
JV00278,15-10-2024,15-10-2024,1332,Trade payables - other than micro and small,0.0,342975.0,Purchase of raw material,priya.sharma
JV00279,26-12-2024,26-12-2024,4401,Power and fuel,42939.0,0.0,Electricity charges,priya.sharma
JV00279,26-12-2024,26-12-2024,1332,Trade payables - other than micro and small,0.0,42939.0,Electricity charges,priya.sharma
JV00280,05-11-2024,05-11-2024,4201,Salaries and wages,52606.0,0.0,Payroll for the month,ravi.krishnan
JV00280,05-11-2024,05-11-2024,1362,Employee benefits payable,0.0,52606.0,Payroll for the month,ravi.krishnan
JV00281,05-09-2024,05-09-2024,2251,Trade receivables - considered good,70393.0,0.0,Sale invoice raised,ravi.krishnan
JV00281,05-09-2024,05-09-2024,3001,Sale of manufactured goods,0.0,70393.0,Sale invoice raised,ravi.krishnan
JV00282,12-08-2024,12-08-2024,4409,Freight outward,6183.0,0.0,Outward freight,ravi.krishnan
JV00282,12-08-2024,12-08-2024,1332,Trade payables - other than micro and small,0.0,6183.0,Outward freight,ravi.krishnan
JV00283,10-10-2024,10-10-2024,4401,Power and fuel,33168.0,0.0,Electricity charges,priya.sharma
JV00283,10-10-2024,10-10-2024,1332,Trade payables - other than micro and small,0.0,33168.0,Electricity charges,priya.sharma
JV00284,21-11-2024,21-11-2024,4402,Repairs to machinery,6049.0,0.0,Machinery repairs,priya.sharma
JV00284,21-11-2024,21-11-2024,1332,Trade payables - other than micro and small,0.0,6049.0,Machinery repairs,priya.sharma
JV00285,04-06-2024,04-06-2024,1332,Trade payables - other than micro and small,68735.0,0.0,Payment to supplier,priya.sharma
JV00285,04-06-2024,04-06-2024,2282,Balances with banks in current accounts,0.0,68735.0,Payment to supplier,priya.sharma
JV00286,06-03-2025,06-03-2025,4401,Power and fuel,38923.0,0.0,Electricity charges,amit.deshpande
JV00286,06-03-2025,06-03-2025,1332,Trade payables - other than micro and small,0.0,38923.0,Electricity charges,amit.deshpande
JV00287,22-07-2024,22-07-2024,1332,Trade payables - other than micro and small,36612.0,0.0,Payment to supplier,amit.deshpande
JV00287,22-07-2024,22-07-2024,2282,Balances with banks in current accounts,0.0,36612.0,Payment to supplier,amit.deshpande
JV00288,06-08-2024,06-08-2024,4402,Repairs to machinery,59718.0,0.0,Machinery repairs,amit.deshpande
JV00288,06-08-2024,06-08-2024,1332,Trade payables - other than micro and small,0.0,59718.0,Machinery repairs,amit.deshpande
JV00289,22-07-2024,22-07-2024,4001,Cost of materials consumed,1348645.0,0.0,Purchase of raw material,priya.sharma
JV00289,22-07-2024,22-07-2024,1332,Trade payables - other than micro and small,0.0,1348645.0,Purchase of raw material,priya.sharma
JV00290,06-03-2025,06-03-2025,2282,Balances with banks in current accounts,61004.0,0.0,Collection from customer,amit.deshpande
JV00290,06-03-2025,06-03-2025,2251,Trade receivables - considered good,0.0,61004.0,Collection from customer,amit.deshpande
JV00291,27-08-2024,27-08-2024,4001,Cost of materials consumed,27815.0,0.0,Purchase of raw material,priya.sharma
JV00291,27-08-2024,27-08-2024,1332,Trade payables - other than micro and small,0.0,27815.0,Purchase of raw material,priya.sharma
JV00292,06-01-2025,06-01-2025,4001,Cost of materials consumed,172356.0,0.0,Purchase of raw material,ravi.krishnan
JV00292,06-01-2025,06-01-2025,1332,Trade payables - other than micro and small,0.0,172356.0,Purchase of raw material,ravi.krishnan
JV00293,16-07-2024,16-07-2024,4201,Salaries and wages,74311.0,0.0,Payroll for the month,amit.deshpande
JV00293,16-07-2024,16-07-2024,1362,Employee benefits payable,0.0,74311.0,Payroll for the month,amit.deshpande
JV00294,28-06-2024,28-06-2024,1332,Trade payables - other than micro and small,91025.0,0.0,Payment to supplier,amit.deshpande
JV00294,28-06-2024,28-06-2024,2282,Balances with banks in current accounts,0.0,91025.0,Payment to supplier,amit.deshpande
JV00295,19-07-2024,19-07-2024,2251,Trade receivables - considered good,326773.0,0.0,Sale invoice raised,priya.sharma
JV00295,19-07-2024,19-07-2024,3001,Sale of manufactured goods,0.0,326773.0,Sale invoice raised,priya.sharma
JV00296,15-04-2024,15-04-2024,4402,Repairs to machinery,10166.0,0.0,Machinery repairs,priya.sharma
JV00296,15-04-2024,15-04-2024,1332,Trade payables - other than micro and small,0.0,10166.0,Machinery repairs,priya.sharma
JV00297,02-09-2024,02-09-2024,4001,Cost of materials consumed,149513.0,0.0,Purchase of raw material,ravi.krishnan
JV00297,02-09-2024,02-09-2024,1332,Trade payables - other than micro and small,0.0,149513.0,Purchase of raw material,ravi.krishnan
JV00298,04-04-2024,04-04-2024,4401,Power and fuel,15348.0,0.0,Electricity charges,ravi.krishnan
JV00298,04-04-2024,04-04-2024,1332,Trade payables - other than micro and small,0.0,15348.0,Electricity charges,ravi.krishnan
JV00299,23-01-2025,23-01-2025,2282,Balances with banks in current accounts,54744.0,0.0,Collection from customer,ravi.krishnan
JV00299,23-01-2025,23-01-2025,2251,Trade receivables - considered good,0.0,54744.0,Collection from customer,ravi.krishnan
JV00300,08-11-2024,08-11-2024,4402,Repairs to machinery,53888.0,0.0,Machinery repairs,ravi.krishnan
JV00300,08-11-2024,08-11-2024,1332,Trade payables - other than micro and small,0.0,53888.0,Machinery repairs,ravi.krishnan
JV00301,03-03-2025,03-03-2025,4409,Freight outward,6930.0,0.0,Outward freight,amit.deshpande
JV00301,03-03-2025,03-03-2025,1332,Trade payables - other than micro and small,0.0,6930.0,Outward freight,amit.deshpande
JV00302,09-07-2024,09-07-2024,4201,Salaries and wages,748922.0,0.0,Payroll for the month,amit.deshpande
JV00302,09-07-2024,09-07-2024,1362,Employee benefits payable,0.0,748922.0,Payroll for the month,amit.deshpande
JV00303,20-11-2024,20-11-2024,2251,Trade receivables - considered good,40227.0,0.0,Sale invoice raised,priya.sharma
JV00303,20-11-2024,20-11-2024,3001,Sale of manufactured goods,0.0,40227.0,Sale invoice raised,priya.sharma
JV00304,11-10-2024,11-10-2024,4402,Repairs to machinery,3517.0,0.0,Machinery repairs,amit.deshpande
JV00304,11-10-2024,11-10-2024,1332,Trade payables - other than micro and small,0.0,3517.0,Machinery repairs,amit.deshpande
JV00305,14-05-2024,14-05-2024,4409,Freight outward,23864.0,0.0,Outward freight,amit.deshpande
JV00305,14-05-2024,14-05-2024,1332,Trade payables - other than micro and small,0.0,23864.0,Outward freight,amit.deshpande
JV00306,04-10-2024,04-10-2024,4402,Repairs to machinery,50494.0,0.0,Machinery repairs,priya.sharma
JV00306,04-10-2024,04-10-2024,1332,Trade payables - other than micro and small,0.0,50494.0,Machinery repairs,priya.sharma
JV00307,26-08-2024,26-08-2024,1332,Trade payables - other than micro and small,38292.0,0.0,Payment to supplier,ravi.krishnan
JV00307,26-08-2024,26-08-2024,2282,Balances with banks in current accounts,0.0,38292.0,Payment to supplier,ravi.krishnan
JV00308,05-09-2024,05-09-2024,2282,Balances with banks in current accounts,218811.0,0.0,Collection from customer,priya.sharma
JV00308,05-09-2024,05-09-2024,2251,Trade receivables - considered good,0.0,218811.0,Collection from customer,priya.sharma
JV00309,10-06-2024,10-06-2024,2282,Balances with banks in current accounts,874732.0,0.0,Collection from customer,amit.deshpande
JV00309,10-06-2024,10-06-2024,2251,Trade receivables - considered good,0.0,874732.0,Collection from customer,amit.deshpande
JV00310,30-12-2024,30-12-2024,4201,Salaries and wages,327264.0,0.0,Payroll for the month,priya.sharma
JV00310,30-12-2024,30-12-2024,1362,Employee benefits payable,0.0,327264.0,Payroll for the month,priya.sharma
JV00311,03-05-2024,03-05-2024,2282,Balances with banks in current accounts,85699.0,0.0,Collection from customer,ravi.krishnan
JV00311,03-05-2024,03-05-2024,2251,Trade receivables - considered good,0.0,85699.0,Collection from customer,ravi.krishnan
JV00312,03-04-2024,03-04-2024,1332,Trade payables - other than micro and small,322885.0,0.0,Payment to supplier,ravi.krishnan
JV00312,03-04-2024,03-04-2024,2282,Balances with banks in current accounts,0.0,322885.0,Payment to supplier,ravi.krishnan
JV00313,05-07-2024,05-07-2024,4401,Power and fuel,433833.0,0.0,Electricity charges,amit.deshpande
JV00313,05-07-2024,05-07-2024,1332,Trade payables - other than micro and small,0.0,433833.0,Electricity charges,amit.deshpande
JV00314,19-09-2024,19-09-2024,1332,Trade payables - other than micro and small,59590.0,0.0,Payment to supplier,amit.deshpande
JV00314,19-09-2024,19-09-2024,2282,Balances with banks in current accounts,0.0,59590.0,Payment to supplier,amit.deshpande
JV00315,06-03-2025,06-03-2025,4409,Freight outward,52691.0,0.0,Outward freight,priya.sharma
JV00315,06-03-2025,06-03-2025,1332,Trade payables - other than micro and small,0.0,52691.0,Outward freight,priya.sharma
JV00316,05-09-2024,05-09-2024,4201,Salaries and wages,56042.0,0.0,Payroll for the month,amit.deshpande
JV00316,05-09-2024,05-09-2024,1362,Employee benefits payable,0.0,56042.0,Payroll for the month,amit.deshpande
JV00317,23-05-2024,23-05-2024,4402,Repairs to machinery,10249.0,0.0,Machinery repairs,priya.sharma
JV00317,23-05-2024,23-05-2024,1332,Trade payables - other than micro and small,0.0,10249.0,Machinery repairs,priya.sharma
JV00318,11-07-2024,11-07-2024,4401,Power and fuel,292003.0,0.0,Electricity charges,ravi.krishnan
JV00318,11-07-2024,11-07-2024,1332,Trade payables - other than micro and small,0.0,292003.0,Electricity charges,ravi.krishnan
JV00319,26-02-2025,26-02-2025,2251,Trade receivables - considered good,247569.0,0.0,Sale invoice raised,amit.deshpande
JV00319,26-02-2025,26-02-2025,3001,Sale of manufactured goods,0.0,247569.0,Sale invoice raised,amit.deshpande
JV00320,06-12-2024,06-12-2024,4401,Power and fuel,176290.0,0.0,Electricity charges,amit.deshpande
JV00320,06-12-2024,06-12-2024,1332,Trade payables - other than micro and small,0.0,176290.0,Electricity charges,amit.deshpande
JV00321,27-01-2025,27-01-2025,2282,Balances with banks in current accounts,125079.0,0.0,Collection from customer,priya.sharma
JV00321,27-01-2025,27-01-2025,2251,Trade receivables - considered good,0.0,125079.0,Collection from customer,priya.sharma
JV00322,01-01-2025,01-01-2025,4201,Salaries and wages,51674.0,0.0,Payroll for the month,ravi.krishnan
JV00322,01-01-2025,01-01-2025,1362,Employee benefits payable,0.0,51674.0,Payroll for the month,ravi.krishnan
JV00323,22-11-2024,22-11-2024,2282,Balances with banks in current accounts,301869.0,0.0,Collection from customer,amit.deshpande
JV00323,22-11-2024,22-11-2024,2251,Trade receivables - considered good,0.0,301869.0,Collection from customer,amit.deshpande
JV00324,24-10-2024,24-10-2024,4201,Salaries and wages,478599.0,0.0,Payroll for the month,ravi.krishnan
JV00324,24-10-2024,24-10-2024,1362,Employee benefits payable,0.0,478599.0,Payroll for the month,ravi.krishnan
JV00325,20-02-2025,20-02-2025,4201,Salaries and wages,572997.0,0.0,Payroll for the month,amit.deshpande
JV00325,20-02-2025,20-02-2025,1362,Employee benefits payable,0.0,572997.0,Payroll for the month,amit.deshpande
JV00326,11-02-2025,11-02-2025,4402,Repairs to machinery,109469.0,0.0,Machinery repairs,priya.sharma
JV00326,11-02-2025,11-02-2025,1332,Trade payables - other than micro and small,0.0,109469.0,Machinery repairs,priya.sharma
JV00327,18-12-2024,18-12-2024,2251,Trade receivables - considered good,384655.0,0.0,Sale invoice raised,priya.sharma
JV00327,18-12-2024,18-12-2024,3001,Sale of manufactured goods,0.0,384655.0,Sale invoice raised,priya.sharma
JV00328,26-09-2024,26-09-2024,2251,Trade receivables - considered good,78429.0,0.0,Sale invoice raised,amit.deshpande
JV00328,26-09-2024,26-09-2024,3001,Sale of manufactured goods,0.0,78429.0,Sale invoice raised,amit.deshpande
JV00329,02-08-2024,02-08-2024,2251,Trade receivables - considered good,1055772.0,0.0,Sale invoice raised,ravi.krishnan
JV00329,02-08-2024,02-08-2024,3001,Sale of manufactured goods,0.0,1055772.0,Sale invoice raised,ravi.krishnan
JV00330,15-11-2024,15-11-2024,1332,Trade payables - other than micro and small,924610.0,0.0,Payment to supplier,amit.deshpande
JV00330,15-11-2024,15-11-2024,2282,Balances with banks in current accounts,0.0,924610.0,Payment to supplier,amit.deshpande
JV00331,07-05-2024,07-05-2024,4201,Salaries and wages,1318349.0,0.0,Payroll for the month,amit.deshpande
JV00331,07-05-2024,07-05-2024,1362,Employee benefits payable,0.0,1318349.0,Payroll for the month,amit.deshpande
JV00332,05-06-2024,05-06-2024,4201,Salaries and wages,1128190.0,0.0,Payroll for the month,ravi.krishnan
JV00332,05-06-2024,05-06-2024,1362,Employee benefits payable,0.0,1128190.0,Payroll for the month,ravi.krishnan
JV00333,09-12-2024,09-12-2024,4001,Cost of materials consumed,1027299.0,0.0,Purchase of raw material,ravi.krishnan
JV00333,09-12-2024,09-12-2024,1332,Trade payables - other than micro and small,0.0,1027299.0,Purchase of raw material,ravi.krishnan
JV00334,16-04-2024,16-04-2024,2251,Trade receivables - considered good,34403.0,0.0,Sale invoice raised,amit.deshpande
JV00334,16-04-2024,16-04-2024,3001,Sale of manufactured goods,0.0,34403.0,Sale invoice raised,amit.deshpande
JV00335,25-07-2024,25-07-2024,4401,Power and fuel,24445.0,0.0,Electricity charges,amit.deshpande
